"";"Escaños";"Partido";"mes";"rank"
"2817";0;"Vox";"2018-01";140
"2818";0;"Vox";"2018-01";140
"2819";0;"Vox";"2018-01";140
"2820";0;"Vox";"2018-01";140
"2821";0;"Vox";"2018-01";140
"2822";0;"Vox";"2018-01";140
"2823";0;"Vox";"2018-01";140
"2824";0;"Vox";"2018-01";140
"2825";0;"Vox";"2018-01";140
"2826";0;"Vox";"2018-01";140
"2827";0;"Vox";"2018-01";140
"2828";0;"Vox";"2018-01";140
"2829";0;"Vox";"2018-01";140
"2830";0;"Vox";"2018-01";140
"2831";0;"Vox";"2018-01";140
"2832";0;"Vox";"2018-01";140
"2833";0;"Vox";"2018-01";140
"2834";0;"Vox";"2018-01";140
"2835";0;"Vox";"2018-01";140
"2836";0;"Vox";"2018-01";140
"2837";0;"Vox";"2018-01";140
"2838";0;"Vox";"2018-01";140
"2839";0;"Vox";"2018-01";140
"2840";0;"Vox";"2018-01";140
"2841";0;"Vox";"2018-01";140
"2842";0;"Vox";"2018-01";140
"2843";0;"Vox";"2018-02";126,5
"2844";0;"Vox";"2018-02";126,5
"2845";0;"Vox";"2018-02";126,5
"2846";0;"Vox";"2018-02";126,5
"2847";0;"Vox";"2018-02";126,5
"2848";0;"Vox";"2018-02";126,5
"2849";0;"Vox";"2018-02";126,5
"2850";0;"Vox";"2018-02";126,5
"2851";0;"Vox";"2018-02";126,5
"2852";0;"Vox";"2018-02";126,5
"2853";0;"Vox";"2018-02";126,5
"2854";0;"Vox";"2018-02";126,5
"2855";0;"Vox";"2018-02";126,5
"2856";0;"Vox";"2018-02";126,5
"2857";0;"Vox";"2018-02";126,5
"2858";0;"Vox";"2018-02";126,5
"2859";0;"Vox";"2018-02";126,5
"2860";0;"Vox";"2018-02";126,5
"2861";0;"Vox";"2018-02";126,5
"2862";0;"Vox";"2018-02";126,5
"2863";0;"Vox";"2018-02";126,5
"2864";0;"Vox";"2018-02";126,5
"2865";0;"Vox";"2018-02";126,5
"2866";0;"Vox";"2018-02";126,5
"2867";0;"Vox";"2018-02";126,5
"2868";0;"Vox";"2018-02";126,5
"2869";0;"Vox";"2018-02";126,5
"2870";0;"Vox";"2018-02";126,5
"2871";0;"Vox";"2018-03";140
"2872";0;"Vox";"2018-03";140
"2873";0;"Vox";"2018-03";140
"2874";0;"Vox";"2018-03";140
"2875";0;"Vox";"2018-03";140
"2876";0;"Vox";"2018-03";140
"2877";0;"Vox";"2018-03";140
"2878";0;"Vox";"2018-03";140
"2879";0;"Vox";"2018-03";140
"2880";0;"Vox";"2018-03";140
"2881";0;"Vox";"2018-03";140
"2882";0;"Vox";"2018-03";140
"2883";0;"Vox";"2018-03";140
"2884";0;"Vox";"2018-03";140
"2885";0;"Vox";"2018-03";140
"2886";0;"Vox";"2018-03";140
"2887";0;"Vox";"2018-03";140
"2888";0;"Vox";"2018-03";140
"2889";0;"Vox";"2018-03";140
"2890";0;"Vox";"2018-03";140
"2891";0;"Vox";"2018-03";140
"2892";0;"Vox";"2018-03";140
"2893";0;"Vox";"2018-03";140
"2894";0;"Vox";"2018-03";140
"2895";0;"Vox";"2018-03";140
"2896";0;"Vox";"2018-03";140
"2897";0;"Vox";"2018-03";140
"2898";0;"Vox";"2018-03";140
"2899";0;"Vox";"2018-03";140
"2900";0;"Vox";"2018-03";140
"2901";0;"Vox";"2018-03";140
"2902";0;"Vox";"2018-04";135,5
"2903";0;"Vox";"2018-04";135,5
"2904";0;"Vox";"2018-04";135,5
"2905";0;"Vox";"2018-04";135,5
"2906";0;"Vox";"2018-04";135,5
"2907";0;"Vox";"2018-04";135,5
"2908";0;"Vox";"2018-04";135,5
"2909";0;"Vox";"2018-04";135,5
"2910";0;"Vox";"2018-04";135,5
"2911";0;"Vox";"2018-04";135,5
"2912";0;"Vox";"2018-04";135,5
"2913";0;"Vox";"2018-04";135,5
"2914";0;"Vox";"2018-04";135,5
"2915";0;"Vox";"2018-04";135,5
"2916";0;"Vox";"2018-04";135,5
"2917";0;"Vox";"2018-04";135,5
"2918";0;"Vox";"2018-04";135,5
"2919";0;"Vox";"2018-04";135,5
"2920";0;"Vox";"2018-04";135,5
"2921";0;"Vox";"2018-04";135,5
"2922";0;"Vox";"2018-04";135,5
"2923";0;"Vox";"2018-04";135,5
"2924";0;"Vox";"2018-04";135,5
"2925";0;"Vox";"2018-04";135,5
"2926";0;"Vox";"2018-04";135,5
"2927";0;"Vox";"2018-04";135,5
"2928";0;"Vox";"2018-04";135,5
"2929";0;"Vox";"2018-04";135,5
"2930";0;"Vox";"2018-04";135,5
"2931";0;"Vox";"2018-04";135,5
"2932";0;"Vox";"2018-05";140
"2933";0;"Vox";"2018-05";140
"2934";0;"Vox";"2018-05";140
"2935";0;"Vox";"2018-05";140
"2936";0;"Vox";"2018-05";140
"2937";0;"Vox";"2018-05";140
"2938";0;"Vox";"2018-05";140
"2939";0;"Vox";"2018-05";140
"2940";0;"Vox";"2018-05";140
"2941";0;"Vox";"2018-05";140
"2942";0;"Vox";"2018-05";140
"2943";0;"Vox";"2018-05";140
"2944";0;"Vox";"2018-05";140
"2945";0;"Vox";"2018-05";140
"2946";0;"Vox";"2018-05";140
"2947";0;"Vox";"2018-05";140
"2948";0;"Vox";"2018-05";140
"2949";0;"Vox";"2018-05";140
"2950";0;"Vox";"2018-05";140
"2951";0;"Vox";"2018-05";140
"2952";0;"Vox";"2018-05";140
"2953";0;"Vox";"2018-05";140
"2954";0;"Vox";"2018-05";140
"2955";0;"Vox";"2018-05";140
"2956";0;"Vox";"2018-05";140
"2957";0;"Vox";"2018-05";140
"2958";0;"Vox";"2018-05";140
"2959";0;"Vox";"2018-05";140
"2960";0;"Vox";"2018-05";140
"2961";0;"Vox";"2018-05";140
"2962";0;"Vox";"2018-05";140
"2963";0;"Vox";"2018-06";149
"2964";0;"Vox";"2018-06";149
"2965";0;"Vox";"2018-06";149
"2966";1,3;"Vox";"2018-06";137
"2967";1,3;"Vox";"2018-06";137
"2968";1,3;"Vox";"2018-06";137
"2969";1,3;"Vox";"2018-06";137
"2970";1,3;"Vox";"2018-06";137
"2971";1,3;"Vox";"2018-06";137
"2972";1,3;"Vox";"2018-06";137
"2973";1,2;"Vox";"2018-06";144
"2974";1,2;"Vox";"2018-06";144
"2975";1,2;"Vox";"2018-06";144
"2976";1,2;"Vox";"2018-06";144
"2977";1,2;"Vox";"2018-06";144
"2978";1,2;"Vox";"2018-06";144
"2979";1,2;"Vox";"2018-06";144
"2980";1,4;"Vox";"2018-06";130
"2981";1,4;"Vox";"2018-06";130
"2982";1,4;"Vox";"2018-06";130
"2983";1,4;"Vox";"2018-06";130
"2984";1,4;"Vox";"2018-06";130
"2985";1,4;"Vox";"2018-06";130
"2986";1,4;"Vox";"2018-06";130
"2987";1,5;"Vox";"2018-06";123,5
"2988";1,5;"Vox";"2018-06";123,5
"2989";1,5;"Vox";"2018-06";123,5
"2990";1,5;"Vox";"2018-06";123,5
"2991";1,5;"Vox";"2018-06";123,5
"2992";1,5;"Vox";"2018-06";123,5
"2993";1,5;"Vox";"2018-07";125,5
"2994";1,1;"Vox";"2018-07";152
"2995";1,1;"Vox";"2018-07";152
"2996";1,1;"Vox";"2018-07";152
"2997";1,1;"Vox";"2018-07";152
"2998";1,1;"Vox";"2018-07";152
"2999";1,1;"Vox";"2018-07";152
"3000";1,1;"Vox";"2018-07";152
"3001";1,3;"Vox";"2018-07";141
"3002";1,3;"Vox";"2018-07";141
"3003";1,3;"Vox";"2018-07";141
"3004";1,3;"Vox";"2018-07";141
"3005";1,3;"Vox";"2018-07";141
"3006";1,3;"Vox";"2018-07";141
"3007";1,3;"Vox";"2018-07";141
"3008";1,4;"Vox";"2018-07";130
"3009";1,4;"Vox";"2018-07";130
"3010";1,4;"Vox";"2018-07";130
"3011";1,4;"Vox";"2018-07";130
"3012";1,4;"Vox";"2018-07";130
"3013";1,4;"Vox";"2018-07";130
"3014";1,4;"Vox";"2018-07";130
"3015";1,3;"Vox";"2018-07";141
"3016";1,3;"Vox";"2018-07";141
"3017";1,3;"Vox";"2018-07";141
"3018";1,3;"Vox";"2018-07";141
"3019";1,3;"Vox";"2018-07";141
"3020";1,3;"Vox";"2018-07";141
"3021";1,3;"Vox";"2018-07";141
"3022";1,3;"Vox";"2018-07";141
"3023";1,5;"Vox";"2018-07";125,5
"3024";1,5;"Vox";"2018-08";149,5
"3025";1,5;"Vox";"2018-08";149,5
"3026";1,5;"Vox";"2018-08";149,5
"3027";1,5;"Vox";"2018-08";149,5
"3028";1,5;"Vox";"2018-08";149,5
"3029";1,7;"Vox";"2018-08";134
"3030";1,7;"Vox";"2018-08";134
"3031";1,7;"Vox";"2018-08";134
"3032";1,7;"Vox";"2018-08";134
"3033";1,7;"Vox";"2018-08";134
"3034";1,7;"Vox";"2018-08";134
"3035";1,7;"Vox";"2018-08";134
"3036";1,7;"Vox";"2018-08";134
"3037";1,7;"Vox";"2018-08";134
"3038";1,7;"Vox";"2018-08";134
"3039";1,7;"Vox";"2018-08";134
"3040";1,7;"Vox";"2018-08";134
"3041";1,7;"Vox";"2018-08";134
"3042";1,7;"Vox";"2018-08";134
"3043";1,5;"Vox";"2018-08";149,5
"3044";1,5;"Vox";"2018-08";149,5
"3045";1,5;"Vox";"2018-08";149,5
"3046";1,5;"Vox";"2018-08";149,5
"3047";1,5;"Vox";"2018-08";149,5
"3048";1,5;"Vox";"2018-08";149,5
"3049";1,5;"Vox";"2018-08";149,5
"3050";1,7;"Vox";"2018-08";134
"3051";1,7;"Vox";"2018-08";134
"3052";1,7;"Vox";"2018-08";134
"3053";1,7;"Vox";"2018-08";134
"3054";1,7;"Vox";"2018-08";134
"3055";1,7;"Vox";"2018-09";146
"3056";1,7;"Vox";"2018-09";146
"3057";1,7;"Vox";"2018-09";146
"3058";1,7;"Vox";"2018-09";146
"3059";1,7;"Vox";"2018-09";146
"3060";1,7;"Vox";"2018-09";146
"3061";1,7;"Vox";"2018-09";146
"3062";1,7;"Vox";"2018-09";146
"3063";1,7;"Vox";"2018-09";146
"3064";1,9;"Vox";"2018-09";131
"3065";1,9;"Vox";"2018-09";131
"3066";1,9;"Vox";"2018-09";131
"3067";1,9;"Vox";"2018-09";131
"3068";1,9;"Vox";"2018-09";131
"3069";1,9;"Vox";"2018-09";131
"3070";1,9;"Vox";"2018-09";131
"3071";2;"Vox";"2018-09";124
"3072";2;"Vox";"2018-09";124
"3073";2;"Vox";"2018-09";124
"3074";2;"Vox";"2018-09";124
"3075";2;"Vox";"2018-09";124
"3076";2;"Vox";"2018-09";124
"3077";2;"Vox";"2018-09";124
"3078";1,8;"Vox";"2018-09";138
"3079";1,8;"Vox";"2018-09";138
"3080";1,8;"Vox";"2018-09";138
"3081";1,8;"Vox";"2018-09";138
"3082";1,8;"Vox";"2018-09";138
"3083";1,8;"Vox";"2018-09";138
"3084";1,8;"Vox";"2018-09";138
"3085";1,8;"Vox";"2018-10";152
"3086";1,8;"Vox";"2018-10";152
"3087";1,8;"Vox";"2018-10";152
"3088";1,8;"Vox";"2018-10";152
"3089";1,8;"Vox";"2018-10";152
"3090";1,8;"Vox";"2018-10";152
"3091";1,8;"Vox";"2018-10";152
"3092";2,2;"Vox";"2018-10";145
"3093";2,2;"Vox";"2018-10";145
"3094";2,2;"Vox";"2018-10";145
"3095";2,2;"Vox";"2018-10";145
"3096";2,2;"Vox";"2018-10";145
"3097";2,2;"Vox";"2018-10";145
"3098";2,2;"Vox";"2018-10";145
"3099";2,3;"Vox";"2018-10";138
"3100";2,3;"Vox";"2018-10";138
"3101";2,3;"Vox";"2018-10";138
"3102";2,3;"Vox";"2018-10";138
"3103";2,3;"Vox";"2018-10";138
"3104";2,3;"Vox";"2018-10";138
"3105";2,3;"Vox";"2018-10";138
"3106";3;"Vox";"2018-10";128
"3107";3;"Vox";"2018-10";128
"3108";3;"Vox";"2018-10";128
"3109";3;"Vox";"2018-10";128
"3110";3;"Vox";"2018-10";128
"3111";3;"Vox";"2018-10";128
"3112";3;"Vox";"2018-10";128
"3113";2,7;"Vox";"2018-10";133
"3114";2,7;"Vox";"2018-10";133
"3115";2,7;"Vox";"2018-10";133
"3116";2,7;"Vox";"2018-11";148,5
"3117";2,7;"Vox";"2018-11";148,5
"3118";2,7;"Vox";"2018-11";148,5
"3119";2,7;"Vox";"2018-11";148,5
"3120";3;"Vox";"2018-11";143
"3121";3;"Vox";"2018-11";143
"3122";3;"Vox";"2018-11";143
"3123";3;"Vox";"2018-11";143
"3124";3;"Vox";"2018-11";143
"3125";3;"Vox";"2018-11";143
"3126";3;"Vox";"2018-11";143
"3127";3,2;"Vox";"2018-11";135,5
"3128";3,2;"Vox";"2018-11";135,5
"3129";3,2;"Vox";"2018-11";135,5
"3130";3,2;"Vox";"2018-11";135,5
"3131";3,2;"Vox";"2018-11";135,5
"3132";3,2;"Vox";"2018-11";135,5
"3133";3,2;"Vox";"2018-11";135,5
"3134";3,2;"Vox";"2018-11";135,5
"3135";3,5;"Vox";"2018-11";128,5
"3136";3,5;"Vox";"2018-11";128,5
"3137";3,5;"Vox";"2018-11";128,5
"3138";3,5;"Vox";"2018-11";128,5
"3139";3,5;"Vox";"2018-11";128,5
"3140";3,5;"Vox";"2018-11";128,5
"3141";3,7;"Vox";"2018-11";123
"3142";3,7;"Vox";"2018-11";123
"3143";3,7;"Vox";"2018-11";123
"3144";3,7;"Vox";"2018-11";123
"3145";3,7;"Vox";"2018-11";123
"3146";3,7;"Vox";"2018-12";141
"3147";0;"Vox";"2018-12";148,5
"3148";5,9;"Vox";"2018-12";138
"3149";5,9;"Vox";"2018-12";138
"3150";5,9;"Vox";"2018-12";138
"3151";5,9;"Vox";"2018-12";138
"3152";5,9;"Vox";"2018-12";138
"3153";0;"Vox";"2018-12";148,5
"3154";0;"Vox";"2018-12";148,5
"3155";8,1;"Vox";"2018-12";133
"3156";8,1;"Vox";"2018-12";133
"3157";8,1;"Vox";"2018-12";133
"3158";8,1;"Vox";"2018-12";133
"3159";8,1;"Vox";"2018-12";133
"3160";0;"Vox";"2018-12";148,5
"3161";0;"Vox";"2018-12";148,5
"3162";9,1;"Vox";"2018-12";128
"3163";9,1;"Vox";"2018-12";128
"3164";9,1;"Vox";"2018-12";128
"3165";9,1;"Vox";"2018-12";128
"3166";9,1;"Vox";"2018-12";128
"3167";0;"Vox";"2018-12";148,5
"3168";0;"Vox";"2018-12";148,5
"3169";0;"Vox";"2018-12";148,5
"3170";0;"Vox";"2018-12";148,5
"3171";0;"Vox";"2018-12";148,5
"3172";0;"Vox";"2018-12";148,5
"3173";0;"Vox";"2018-12";148,5
"3174";0;"Vox";"2018-12";148,5
"3175";0;"Vox";"2018-12";148,5
"3176";9,4;"Vox";"2018-12";125
"3177";9,4;"Vox";"2019-01";151,5
"3178";9,4;"Vox";"2019-01";151,5
"3179";9,4;"Vox";"2019-01";151,5
"3180";9,4;"Vox";"2019-01";151,5
"3181";9,4;"Vox";"2019-01";151,5
"3182";9,4;"Vox";"2019-01";151,5
"3183";9,4;"Vox";"2019-01";151,5
"3184";9,4;"Vox";"2019-01";151,5
"3185";11,2;"Vox";"2019-01";143
"3186";11,2;"Vox";"2019-01";143
"3187";11,2;"Vox";"2019-01";143
"3188";11,2;"Vox";"2019-01";143
"3189";11,2;"Vox";"2019-01";143
"3190";11,9;"Vox";"2019-01";128
"3191";11,9;"Vox";"2019-01";128
"3192";11,9;"Vox";"2019-01";128
"3193";11,9;"Vox";"2019-01";128
"3194";11,9;"Vox";"2019-01";128
"3195";11,9;"Vox";"2019-01";128
"3196";11,9;"Vox";"2019-01";128
"3197";11,5;"Vox";"2019-01";135
"3198";11,5;"Vox";"2019-01";135
"3199";11,5;"Vox";"2019-01";135
"3200";11,5;"Vox";"2019-01";135
"3201";11,5;"Vox";"2019-01";135
"3202";11,5;"Vox";"2019-01";135
"3203";11,5;"Vox";"2019-01";135
"3204";11,2;"Vox";"2019-01";143
"3205";11,2;"Vox";"2019-01";143
"3206";11,2;"Vox";"2019-01";143
"3207";11,2;"Vox";"2019-01";143
"3208";11,2;"Vox";"2019-02";138,5
"3209";11,2;"Vox";"2019-02";138,5
"3210";11,2;"Vox";"2019-02";138,5
"3211";11,2;"Vox";"2019-02";138,5
"3212";11,4;"Vox";"2019-02";133,5
"3213";11,4;"Vox";"2019-02";133,5
"3214";11,4;"Vox";"2019-02";133,5
"3215";11,4;"Vox";"2019-02";133,5
"3216";11,4;"Vox";"2019-02";133,5
"3217";11,4;"Vox";"2019-02";133,5
"3218";11,6;"Vox";"2019-02";127
"3219";11,6;"Vox";"2019-02";127
"3220";11,6;"Vox";"2019-02";127
"3221";11,6;"Vox";"2019-02";127
"3222";11,6;"Vox";"2019-02";127
"3223";11,6;"Vox";"2019-02";127
"3224";11,6;"Vox";"2019-02";127
"3225";12,2;"Vox";"2019-02";120
"3226";12,2;"Vox";"2019-02";120
"3227";12,2;"Vox";"2019-02";120
"3228";12,2;"Vox";"2019-02";120
"3229";12,2;"Vox";"2019-02";120
"3230";12,2;"Vox";"2019-02";120
"3231";12,2;"Vox";"2019-02";120
"3232";12,4;"Vox";"2019-02";114,5
"3233";12,4;"Vox";"2019-02";114,5
"3234";12,4;"Vox";"2019-02";114,5
"3235";12,4;"Vox";"2019-02";114,5
"3236";12,4;"Vox";"2019-03";139,5
"3237";12,4;"Vox";"2019-03";139,5
"3238";12,4;"Vox";"2019-03";139,5
"3239";12,4;"Vox";"2019-03";139,5
"3240";12,5;"Vox";"2019-03";134,5
"3241";12,5;"Vox";"2019-03";134,5
"3242";12,5;"Vox";"2019-03";134,5
"3243";12,5;"Vox";"2019-03";134,5
"3244";12,5;"Vox";"2019-03";134,5
"3245";12,5;"Vox";"2019-03";134,5
"3246";12,7;"Vox";"2019-03";128
"3247";12,7;"Vox";"2019-03";128
"3248";12,7;"Vox";"2019-03";128
"3249";12,7;"Vox";"2019-03";128
"3250";12,7;"Vox";"2019-03";128
"3251";12,7;"Vox";"2019-03";128
"3252";12,7;"Vox";"2019-03";128
"3253";12;"Vox";"2019-03";145
"3254";12;"Vox";"2019-03";145
"3255";12;"Vox";"2019-03";145
"3256";12;"Vox";"2019-03";145
"3257";12;"Vox";"2019-03";145
"3258";12;"Vox";"2019-03";145
"3259";12;"Vox";"2019-03";145
"3260";11,7;"Vox";"2019-03";152
"3261";11,7;"Vox";"2019-03";152
"3262";11,7;"Vox";"2019-03";152
"3263";11,7;"Vox";"2019-03";152
"3264";11,7;"Vox";"2019-03";152
"3265";11,7;"Vox";"2019-03";152
"3266";11,7;"Vox";"2019-03";152
"3267";12;"Vox";"2019-04";110
"3268";12;"Vox";"2019-04";110
"3269";12;"Vox";"2019-04";110
"3270";12;"Vox";"2019-04";110
"3271";12;"Vox";"2019-04";110
"3272";12;"Vox";"2019-04";110
"3273";12;"Vox";"2019-04";110
"3274";11,7;"Vox";"2019-04";117
"3275";11,7;"Vox";"2019-04";117
"3276";11,7;"Vox";"2019-04";117
"3277";11,7;"Vox";"2019-04";117
"3278";11,7;"Vox";"2019-04";117
"3279";11,7;"Vox";"2019-04";117
"3280";11,7;"Vox";"2019-04";117
"3281";14,3;"Vox";"2019-04";76
"3282";14,3;"Vox";"2019-04";76
"3283";14,3;"Vox";"2019-04";76
"3284";14,3;"Vox";"2019-04";76
"3285";14,3;"Vox";"2019-04";76
"3286";14,3;"Vox";"2019-04";76
"3287";14,3;"Vox";"2019-04";76
"3288";14;"Vox";"2019-04";81
"3289";14;"Vox";"2019-04";81
"3290";14;"Vox";"2019-04";81
