"";"Escaños";"Partido";"mes";"rank"
"2227";24;"Ciudadanos";"2018-03";44,5
"2228";24;"Ciudadanos";"2018-03";44,5
"2229";24;"Ciudadanos";"2018-03";44,5
"2230";24;"Ciudadanos";"2018-03";44,5
"2231";24;"Ciudadanos";"2018-03";44,5
"2232";24;"Ciudadanos";"2018-03";44,5
"2233";24;"Ciudadanos";"2018-03";44,5
"2234";24;"Ciudadanos";"2018-03";44,5
"2235";24;"Ciudadanos";"2018-03";44,5
"2236";24;"Ciudadanos";"2018-03";44,5
"2237";24;"Ciudadanos";"2018-03";44,5
"2238";24,3;"Ciudadanos";"2018-03";34,5
"2239";24,3;"Ciudadanos";"2018-03";34,5
"2240";24,3;"Ciudadanos";"2018-03";34,5
"2241";24,3;"Ciudadanos";"2018-03";34,5
"2242";24,3;"Ciudadanos";"2018-03";34,5
"2243";24,3;"Ciudadanos";"2018-03";34,5
"2244";24,3;"Ciudadanos";"2018-04";45
"2245";24,6;"Ciudadanos";"2018-04";34
"2246";24,6;"Ciudadanos";"2018-04";34
"2247";24,6;"Ciudadanos";"2018-04";34
"2248";24,6;"Ciudadanos";"2018-04";34
"2249";24,6;"Ciudadanos";"2018-04";34
"2250";24,6;"Ciudadanos";"2018-04";34
"2251";24,6;"Ciudadanos";"2018-04";34
"2252";24,9;"Ciudadanos";"2018-04";12
"2253";24,9;"Ciudadanos";"2018-04";12
"2254";24,9;"Ciudadanos";"2018-04";12
"2255";24,9;"Ciudadanos";"2018-04";12
"2256";24,9;"Ciudadanos";"2018-04";12
"2257";24,9;"Ciudadanos";"2018-04";12
"2258";24,9;"Ciudadanos";"2018-04";12
"2259";24,8;"Ciudadanos";"2018-04";19,5
"2260";24,8;"Ciudadanos";"2018-04";19,5
"2261";24,8;"Ciudadanos";"2018-04";19,5
"2262";24,8;"Ciudadanos";"2018-04";19,5
"2263";24,8;"Ciudadanos";"2018-04";19,5
"2264";24,8;"Ciudadanos";"2018-04";19,5
"2265";24,8;"Ciudadanos";"2018-04";19,5
"2266";25;"Ciudadanos";"2018-04";4,5
"2267";25;"Ciudadanos";"2018-04";4,5
"2268";25;"Ciudadanos";"2018-04";4,5
"2269";25;"Ciudadanos";"2018-04";4,5
"2270";25;"Ciudadanos";"2018-04";4,5
"2271";25;"Ciudadanos";"2018-04";4,5
"2272";25;"Ciudadanos";"2018-04";4,5
"2273";25;"Ciudadanos";"2018-04";4,5
"2274";25;"Ciudadanos";"2018-05";28,5
"2275";25;"Ciudadanos";"2018-05";28,5
"2276";25;"Ciudadanos";"2018-05";28,5
"2277";25;"Ciudadanos";"2018-05";28,5
"2278";25;"Ciudadanos";"2018-05";28,5
"2279";25;"Ciudadanos";"2018-05";28,5
"2280";25,2;"Ciudadanos";"2018-05";18,5
"2281";25,2;"Ciudadanos";"2018-05";18,5
"2282";25,2;"Ciudadanos";"2018-05";18,5
"2283";25,2;"Ciudadanos";"2018-05";18,5
"2284";25,2;"Ciudadanos";"2018-05";18,5
"2285";25,2;"Ciudadanos";"2018-05";18,5
"2286";25,2;"Ciudadanos";"2018-05";18,5
"2287";25,2;"Ciudadanos";"2018-05";18,5
"2288";25,2;"Ciudadanos";"2018-05";18,5
"2289";25,2;"Ciudadanos";"2018-05";18,5
"2290";25,2;"Ciudadanos";"2018-05";18,5
"2291";25,2;"Ciudadanos";"2018-05";18,5
"2292";25,2;"Ciudadanos";"2018-05";18,5
"2293";25,2;"Ciudadanos";"2018-05";18,5
"2294";25,4;"Ciudadanos";"2018-05";8
"2295";25,4;"Ciudadanos";"2018-05";8
"2296";25,4;"Ciudadanos";"2018-05";8
"2297";25,4;"Ciudadanos";"2018-05";8
"2298";25,4;"Ciudadanos";"2018-05";8
"2299";25,4;"Ciudadanos";"2018-05";8
"2300";25,4;"Ciudadanos";"2018-05";8
"2301";25,6;"Ciudadanos";"2018-05";2,5
"2302";25,6;"Ciudadanos";"2018-05";2,5
"2303";25,6;"Ciudadanos";"2018-05";2,5
"2304";25,6;"Ciudadanos";"2018-05";2,5
"2305";25,6;"Ciudadanos";"2018-06";5,5
"2306";25,6;"Ciudadanos";"2018-06";5,5
"2307";25,6;"Ciudadanos";"2018-06";5,5
"2308";25,6;"Ciudadanos";"2018-06";5,5
"2309";25,6;"Ciudadanos";"2018-06";5,5
"2310";25,6;"Ciudadanos";"2018-06";5,5
"2311";25,6;"Ciudadanos";"2018-06";5,5
"2312";25,6;"Ciudadanos";"2018-06";5,5
"2313";25,6;"Ciudadanos";"2018-06";5,5
"2314";25,6;"Ciudadanos";"2018-06";5,5
"2315";23,7;"Ciudadanos";"2018-06";34
"2316";23,7;"Ciudadanos";"2018-06";34
"2317";23,7;"Ciudadanos";"2018-06";34
"2318";23,7;"Ciudadanos";"2018-06";34
"2319";23,7;"Ciudadanos";"2018-06";34
"2320";23,7;"Ciudadanos";"2018-06";34
"2321";23,7;"Ciudadanos";"2018-06";34
"2322";23,5;"Ciudadanos";"2018-06";41
"2323";23,5;"Ciudadanos";"2018-06";41
"2324";23,5;"Ciudadanos";"2018-06";41
"2325";23,5;"Ciudadanos";"2018-06";41
"2326";23,5;"Ciudadanos";"2018-06";41
"2327";23,5;"Ciudadanos";"2018-06";41
"2328";23,5;"Ciudadanos";"2018-06";41
"2329";23,4;"Ciudadanos";"2018-06";47,5
"2330";23,4;"Ciudadanos";"2018-06";47,5
"2331";23,4;"Ciudadanos";"2018-06";47,5
"2332";23,4;"Ciudadanos";"2018-06";47,5
"2333";23,4;"Ciudadanos";"2018-06";47,5
"2334";23,4;"Ciudadanos";"2018-06";47,5
"2335";23,4;"Ciudadanos";"2018-07";48
"2336";23,1;"Ciudadanos";"2018-07";59
"2337";23,1;"Ciudadanos";"2018-07";59
"2338";23,1;"Ciudadanos";"2018-07";59
"2339";23,1;"Ciudadanos";"2018-07";59
"2340";23,1;"Ciudadanos";"2018-07";59
"2341";23,1;"Ciudadanos";"2018-07";59
"2342";23,1;"Ciudadanos";"2018-07";59
"2343";22,8;"Ciudadanos";"2018-07";81
"2344";22,8;"Ciudadanos";"2018-07";81
"2345";22,8;"Ciudadanos";"2018-07";81
"2346";22,8;"Ciudadanos";"2018-07";81
"2347";22,8;"Ciudadanos";"2018-07";81
"2348";22,8;"Ciudadanos";"2018-07";81
"2349";22,8;"Ciudadanos";"2018-07";81
"2350";22,9;"Ciudadanos";"2018-07";73,5
"2351";22,9;"Ciudadanos";"2018-07";73,5
"2352";22,9;"Ciudadanos";"2018-07";73,5
"2353";22,9;"Ciudadanos";"2018-07";73,5
"2354";22,9;"Ciudadanos";"2018-07";73,5
"2355";22,9;"Ciudadanos";"2018-07";73,5
"2356";22,9;"Ciudadanos";"2018-07";73,5
"2357";22;"Ciudadanos";"2018-07";88,5
"2358";22;"Ciudadanos";"2018-07";88,5
"2359";22;"Ciudadanos";"2018-07";88,5
"2360";22;"Ciudadanos";"2018-07";88,5
"2361";22;"Ciudadanos";"2018-07";88,5
"2362";22;"Ciudadanos";"2018-07";88,5
"2363";22;"Ciudadanos";"2018-07";88,5
"2364";22;"Ciudadanos";"2018-07";88,5
"2365";21,5;"Ciudadanos";"2018-07";93
"2366";21,5;"Ciudadanos";"2018-08";65
"2367";21,5;"Ciudadanos";"2018-08";65
"2368";21,5;"Ciudadanos";"2018-08";65
"2369";21,5;"Ciudadanos";"2018-08";65
"2370";21,5;"Ciudadanos";"2018-08";65
"2371";21,2;"Ciudadanos";"2018-08";71
"2372";21,2;"Ciudadanos";"2018-08";71
"2373";21,2;"Ciudadanos";"2018-08";71
"2374";21,2;"Ciudadanos";"2018-08";71
"2375";21,2;"Ciudadanos";"2018-08";71
"2376";21,2;"Ciudadanos";"2018-08";71
"2377";21,2;"Ciudadanos";"2018-08";71
"2378";21;"Ciudadanos";"2018-08";83
"2379";21;"Ciudadanos";"2018-08";83
"2380";21;"Ciudadanos";"2018-08";83
"2381";21;"Ciudadanos";"2018-08";83
"2382";21;"Ciudadanos";"2018-08";83
"2383";21;"Ciudadanos";"2018-08";83
"2384";21;"Ciudadanos";"2018-08";83
"2385";20,8;"Ciudadanos";"2018-08";90
"2386";20,8;"Ciudadanos";"2018-08";90
"2387";20,8;"Ciudadanos";"2018-08";90
"2388";20,8;"Ciudadanos";"2018-08";90
"2389";20,8;"Ciudadanos";"2018-08";90
"2390";20,8;"Ciudadanos";"2018-08";90
"2391";20,8;"Ciudadanos";"2018-08";90
"2392";21,1;"Ciudadanos";"2018-08";77
"2393";21,1;"Ciudadanos";"2018-08";77
"2394";21,1;"Ciudadanos";"2018-08";77
"2395";21,1;"Ciudadanos";"2018-08";77
"2396";21,1;"Ciudadanos";"2018-08";77
"2397";21,1;"Ciudadanos";"2018-09";89,5
"2398";21,1;"Ciudadanos";"2018-09";89,5
"2399";21,4;"Ciudadanos";"2018-09";85
"2400";21,4;"Ciudadanos";"2018-09";85
"2401";21,4;"Ciudadanos";"2018-09";85
"2402";21,4;"Ciudadanos";"2018-09";85
"2403";21,4;"Ciudadanos";"2018-09";85
"2404";21,4;"Ciudadanos";"2018-09";85
"2405";21,4;"Ciudadanos";"2018-09";85
"2406";21,6;"Ciudadanos";"2018-09";78
"2407";21,6;"Ciudadanos";"2018-09";78
"2408";21,6;"Ciudadanos";"2018-09";78
"2409";21,6;"Ciudadanos";"2018-09";78
"2410";21,6;"Ciudadanos";"2018-09";78
"2411";21,6;"Ciudadanos";"2018-09";78
"2412";21,6;"Ciudadanos";"2018-09";78
"2413";21,9;"Ciudadanos";"2018-09";71
"2414";21,9;"Ciudadanos";"2018-09";71
"2415";21,9;"Ciudadanos";"2018-09";71
"2416";21,9;"Ciudadanos";"2018-09";71
"2417";21,9;"Ciudadanos";"2018-09";71
"2418";21,9;"Ciudadanos";"2018-09";71
"2419";21,9;"Ciudadanos";"2018-09";71
"2420";22,1;"Ciudadanos";"2018-09";64
"2421";22,1;"Ciudadanos";"2018-09";64
"2422";22,1;"Ciudadanos";"2018-09";64
"2423";22,1;"Ciudadanos";"2018-09";64
"2424";22,1;"Ciudadanos";"2018-09";64
"2425";22,1;"Ciudadanos";"2018-09";64
"2426";22,1;"Ciudadanos";"2018-09";64
"2427";22,2;"Ciudadanos";"2018-10";66
"2428";22,2;"Ciudadanos";"2018-10";66
"2429";22,2;"Ciudadanos";"2018-10";66
"2430";22,2;"Ciudadanos";"2018-10";66
"2431";22,2;"Ciudadanos";"2018-10";66
"2432";22,2;"Ciudadanos";"2018-10";66
"2433";22,2;"Ciudadanos";"2018-10";66
"2434";22;"Ciudadanos";"2018-10";73
"2435";22;"Ciudadanos";"2018-10";73
"2436";22;"Ciudadanos";"2018-10";73
"2437";22;"Ciudadanos";"2018-10";73
"2438";22;"Ciudadanos";"2018-10";73
"2439";22;"Ciudadanos";"2018-10";73
"2440";22;"Ciudadanos";"2018-10";73
"2441";21,7;"Ciudadanos";"2018-10";80
"2442";21,7;"Ciudadanos";"2018-10";80
"2443";21,7;"Ciudadanos";"2018-10";80
"2444";21,7;"Ciudadanos";"2018-10";80
"2445";21,7;"Ciudadanos";"2018-10";80
"2446";21,7;"Ciudadanos";"2018-10";80
"2447";21,7;"Ciudadanos";"2018-10";80
"2448";21,3;"Ciudadanos";"2018-10";87
"2449";21,3;"Ciudadanos";"2018-10";87
"2450";21,3;"Ciudadanos";"2018-10";87
"2451";21,3;"Ciudadanos";"2018-10";87
"2452";21,3;"Ciudadanos";"2018-10";87
"2453";21,3;"Ciudadanos";"2018-10";87
"2454";21,3;"Ciudadanos";"2018-10";87
"2455";21,1;"Ciudadanos";"2018-10";92
"2456";21,1;"Ciudadanos";"2018-10";92
"2457";21,1;"Ciudadanos";"2018-10";92
"2458";21,1;"Ciudadanos";"2018-11";83,5
"2459";21,1;"Ciudadanos";"2018-11";83,5
"2460";21,1;"Ciudadanos";"2018-11";83,5
"2461";21,1;"Ciudadanos";"2018-11";83,5
"2462";21,3;"Ciudadanos";"2018-11";75
"2463";21,3;"Ciudadanos";"2018-11";75
"2464";21,3;"Ciudadanos";"2018-11";75
"2465";21,3;"Ciudadanos";"2018-11";75
"2466";21,3;"Ciudadanos";"2018-11";75
"2467";21,3;"Ciudadanos";"2018-11";75
"2468";21,3;"Ciudadanos";"2018-11";75
"2469";21,6;"Ciudadanos";"2018-11";64,5
"2470";21,6;"Ciudadanos";"2018-11";64,5
"2471";21,6;"Ciudadanos";"2018-11";64,5
"2472";21,6;"Ciudadanos";"2018-11";64,5
"2473";21,6;"Ciudadanos";"2018-11";64,5
"2474";21,6;"Ciudadanos";"2018-11";64,5
"2475";21,6;"Ciudadanos";"2018-11";64,5
"2476";21,6;"Ciudadanos";"2018-11";64,5
"2477";21,3;"Ciudadanos";"2018-11";75
"2478";21,3;"Ciudadanos";"2018-11";75
"2479";21,3;"Ciudadanos";"2018-11";75
"2480";21,3;"Ciudadanos";"2018-11";75
"2481";21,3;"Ciudadanos";"2018-11";75
"2482";21,3;"Ciudadanos";"2018-11";75
"2483";21;"Ciudadanos";"2018-11";88
"2484";21;"Ciudadanos";"2018-11";88
"2485";21;"Ciudadanos";"2018-11";88
"2486";21;"Ciudadanos";"2018-11";88
"2487";21;"Ciudadanos";"2018-11";88
"2488";21;"Ciudadanos";"2018-12";76
"2489";21,2;"Ciudadanos";"2018-12";70
"2490";20,6;"Ciudadanos";"2018-12";85
"2491";20,6;"Ciudadanos";"2018-12";85
"2492";20,6;"Ciudadanos";"2018-12";85
"2493";20,6;"Ciudadanos";"2018-12";85
"2494";20,6;"Ciudadanos";"2018-12";85
"2495";21,4;"Ciudadanos";"2018-12";68,5
"2496";21,4;"Ciudadanos";"2018-12";68,5
"2497";20,9;"Ciudadanos";"2018-12";79
"2498";20,9;"Ciudadanos";"2018-12";79
"2499";20,9;"Ciudadanos";"2018-12";79
"2500";20,9;"Ciudadanos";"2018-12";79
"2501";20,9;"Ciudadanos";"2018-12";79
"2502";23,2;"Ciudadanos";"2018-12";56,5
"2503";23,2;"Ciudadanos";"2018-12";56,5
"2504";19,6;"Ciudadanos";"2018-12";91
"2505";19,6;"Ciudadanos";"2018-12";91
"2506";19,6;"Ciudadanos";"2018-12";91
"2507";19,6;"Ciudadanos";"2018-12";91
"2508";19,6;"Ciudadanos";"2018-12";91
"2509";23,5;"Ciudadanos";"2018-12";37,5
"2510";23,5;"Ciudadanos";"2018-12";37,5
"2511";23,5;"Ciudadanos";"2018-12";37,5
"2512";23,5;"Ciudadanos";"2018-12";37,5
"2513";23,5;"Ciudadanos";"2018-12";37,5
"2514";23,5;"Ciudadanos";"2018-12";37,5
"2515";23,5;"Ciudadanos";"2018-12";37,5
"2516";23,5;"Ciudadanos";"2018-12";37,5
"2517";23,5;"Ciudadanos";"2018-12";37,5
"2518";19,8;"Ciudadanos";"2018-12";88
"2519";19,8;"Ciudadanos";"2019-01";66,5
"2520";19,8;"Ciudadanos";"2019-01";66,5
"2521";19,8;"Ciudadanos";"2019-01";66,5
"2522";19,8;"Ciudadanos";"2019-01";66,5
"2523";19,8;"Ciudadanos";"2019-01";66,5
"2524";19,8;"Ciudadanos";"2019-01";66,5
"2525";19,8;"Ciudadanos";"2019-01";66,5
"2526";19,8;"Ciudadanos";"2019-01";66,5
"2527";20;"Ciudadanos";"2019-01";60
"2528";20;"Ciudadanos";"2019-01";60
"2529";20;"Ciudadanos";"2019-01";60
"2530";20;"Ciudadanos";"2019-01";60
"2531";20;"Ciudadanos";"2019-01";60
"2532";18,9;"Ciudadanos";"2019-01";86
"2533";18,9;"Ciudadanos";"2019-01";86
"2534";18,9;"Ciudadanos";"2019-01";86
"2535";18,9;"Ciudadanos";"2019-01";86
"2536";18,9;"Ciudadanos";"2019-01";86
"2537";18,9;"Ciudadanos";"2019-01";86
"2538";18,9;"Ciudadanos";"2019-01";86
"2539";19;"Ciudadanos";"2019-01";79
"2540";19;"Ciudadanos";"2019-01";79
"2541";19;"Ciudadanos";"2019-01";79
"2542";19;"Ciudadanos";"2019-01";79
"2543";19;"Ciudadanos";"2019-01";79
"2544";19;"Ciudadanos";"2019-01";79
"2545";19;"Ciudadanos";"2019-01";79
"2546";18,5;"Ciudadanos";"2019-01";91,5
"2547";18,5;"Ciudadanos";"2019-01";91,5
"2548";18,5;"Ciudadanos";"2019-01";91,5
"2549";18,5;"Ciudadanos";"2019-01";91,5
"2550";18,5;"Ciudadanos";"2019-02";71,5
"2551";18,5;"Ciudadanos";"2019-02";71,5
"2552";18,5;"Ciudadanos";"2019-02";71,5
"2553";18,5;"Ciudadanos";"2019-02";71,5
"2554";18,9;"Ciudadanos";"2019-02";66,5
"2555";18,9;"Ciudadanos";"2019-02";66,5
"2556";18,9;"Ciudadanos";"2019-02";66,5
"2557";18,9;"Ciudadanos";"2019-02";66,5
"2558";18,9;"Ciudadanos";"2019-02";66,5
"2559";18,9;"Ciudadanos";"2019-02";66,5
"2560";19,1;"Ciudadanos";"2019-02";60
"2561";19,1;"Ciudadanos";"2019-02";60
"2562";19,1;"Ciudadanos";"2019-02";60
"2563";19,1;"Ciudadanos";"2019-02";60
"2564";19,1;"Ciudadanos";"2019-02";60
"2565";19,1;"Ciudadanos";"2019-02";60
"2566";19,1;"Ciudadanos";"2019-02";60
"2567";17,1;"Ciudadanos";"2019-02";77
"2568";17,1;"Ciudadanos";"2019-02";77
"2569";17,1;"Ciudadanos";"2019-02";77
"2570";17,1;"Ciudadanos";"2019-02";77
"2571";17,1;"Ciudadanos";"2019-02";77
"2572";17,1;"Ciudadanos";"2019-02";77
"2573";17,1;"Ciudadanos";"2019-02";77
"2574";16,4;"Ciudadanos";"2019-02";82,5
"2575";16,4;"Ciudadanos";"2019-02";82,5
"2576";16,4;"Ciudadanos";"2019-02";82,5
"2577";16,4;"Ciudadanos";"2019-02";82,5
"2578";16,4;"Ciudadanos";"2019-03";71,5
"2579";16,4;"Ciudadanos";"2019-03";71,5
"2580";16,4;"Ciudadanos";"2019-03";71,5
"2581";16,4;"Ciudadanos";"2019-03";71,5
"2582";16,1;"Ciudadanos";"2019-03";76,5
"2583";16,1;"Ciudadanos";"2019-03";76,5
"2584";16,1;"Ciudadanos";"2019-03";76,5
"2585";16,1;"Ciudadanos";"2019-03";76,5
"2586";16,1;"Ciudadanos";"2019-03";76,5
"2587";16,1;"Ciudadanos";"2019-03";76,5
"2588";16;"Ciudadanos";"2019-03";83
"2589";16;"Ciudadanos";"2019-03";83
"2590";16;"Ciudadanos";"2019-03";83
"2591";16;"Ciudadanos";"2019-03";83
"2592";16;"Ciudadanos";"2019-03";83
"2593";16;"Ciudadanos";"2019-03";83
"2594";16;"Ciudadanos";"2019-03";83
"2595";16,8;"Ciudadanos";"2019-03";66
"2596";16,8;"Ciudadanos";"2019-03";66
"2597";16,8;"Ciudadanos";"2019-03";66
"2598";16,8;"Ciudadanos";"2019-03";66
"2599";16,8;"Ciudadanos";"2019-03";66
"2600";16,8;"Ciudadanos";"2019-03";66
"2601";16,8;"Ciudadanos";"2019-03";66
"2602";15,9;"Ciudadanos";"2019-03";90
"2603";15,9;"Ciudadanos";"2019-03";90
"2604";15,9;"Ciudadanos";"2019-03";90
"2605";15,9;"Ciudadanos";"2019-03";90
"2606";15,9;"Ciudadanos";"2019-03";90
"2607";15,9;"Ciudadanos";"2019-03";90
"2608";15,9;"Ciudadanos";"2019-03";90
"2609";15,2;"Ciudadanos";"2019-04";55
"2610";15,2;"Ciudadanos";"2019-04";55
"2611";15,2;"Ciudadanos";"2019-04";55
"2612";15,2;"Ciudadanos";"2019-04";55
"2613";15,2;"Ciudadanos";"2019-04";55
"2614";15,2;"Ciudadanos";"2019-04";55
"2615";15,2;"Ciudadanos";"2019-04";55
"2616";15;"Ciudadanos";"2019-04";65,5
"2617";15;"Ciudadanos";"2019-04";65,5
"2618";15;"Ciudadanos";"2019-04";65,5
"2619";15;"Ciudadanos";"2019-04";65,5
"2620";15;"Ciudadanos";"2019-04";65,5
"2621";15;"Ciudadanos";"2019-04";65,5
"2622";15;"Ciudadanos";"2019-04";65,5
"2623";15;"Ciudadanos";"2019-04";65,5
"2624";15;"Ciudadanos";"2019-04";65,5
"2625";15;"Ciudadanos";"2019-04";65,5
"2626";15;"Ciudadanos";"2019-04";65,5
"2627";15;"Ciudadanos";"2019-04";65,5
"2628";15;"Ciudadanos";"2019-04";65,5
"2629";15;"Ciudadanos";"2019-04";65,5
"2630";12,8;"Ciudadanos";"2019-04";84
"2631";12,8;"Ciudadanos";"2019-04";84
"2632";12,8;"Ciudadanos";"2019-04";84
"2633";0;"Vox";"2017-07";117,5
"2634";0;"Vox";"2017-07";117,5
"2635";0;"Vox";"2017-07";117,5
"2636";0;"Vox";"2017-07";117,5
"2637";0;"Vox";"2017-07";117,5
"2638";0;"Vox";"2017-07";117,5
"2639";0;"Vox";"2017-07";117,5
"2640";0;"Vox";"2017-07";117,5
"2641";0;"Vox";"2017-07";117,5
"2642";0;"Vox";"2017-07";117,5
"2643";0;"Vox";"2017-07";117,5
"2644";0;"Vox";"2017-07";117,5
"2645";0;"Vox";"2017-07";117,5
"2646";0;"Vox";"2017-07";117,5
"2647";0;"Vox";"2017-07";117,5
"2648";0;"Vox";"2017-07";117,5
"2649";0;"Vox";"2017-07";117,5
"2650";0;"Vox";"2017-07";117,5
"2651";0;"Vox";"2017-07";117,5
"2652";0;"Vox";"2017-07";117,5
"2653";0;"Vox";"2017-07";117,5
"2654";0;"Vox";"2017-07";117,5
"2655";0;"Vox";"2017-07";117,5
"2656";0;"Vox";"2017-07";117,5
"2657";0;"Vox";"2017-07";117,5
"2658";0;"Vox";"2017-07";117,5
"2659";0;"Vox";"2017-08";140
"2660";0;"Vox";"2017-08";140
"2661";0;"Vox";"2017-08";140
"2662";0;"Vox";"2017-08";140
"2663";0;"Vox";"2017-08";140
"2664";0;"Vox";"2017-08";140
"2665";0;"Vox";"2017-08";140
"2666";0;"Vox";"2017-08";140
"2667";0;"Vox";"2017-08";140
"2668";0;"Vox";"2017-08";140
"2669";0;"Vox";"2017-08";140
"2670";0;"Vox";"2017-08";140
"2671";0;"Vox";"2017-08";140
"2672";0;"Vox";"2017-08";140
"2673";0;"Vox";"2017-08";140
"2674";0;"Vox";"2017-08";140
"2675";0;"Vox";"2017-08";140
"2676";0;"Vox";"2017-08";140
"2677";0;"Vox";"2017-08";140
"2678";0;"Vox";"2017-08";140
"2679";0;"Vox";"2017-08";140
"2680";0;"Vox";"2017-08";140
"2681";0;"Vox";"2017-08";140
"2682";0;"Vox";"2017-08";140
"2683";0;"Vox";"2017-08";140
"2684";0;"Vox";"2017-08";140
"2685";0;"Vox";"2017-08";140
"2686";0;"Vox";"2017-08";140
"2687";0;"Vox";"2017-08";140
"2688";0;"Vox";"2017-08";140
"2689";0;"Vox";"2017-08";140
"2690";0;"Vox";"2017-09";135,5
"2691";0;"Vox";"2017-09";135,5
"2692";0;"Vox";"2017-09";135,5
"2693";0;"Vox";"2017-09";135,5
"2694";0;"Vox";"2017-09";135,5
"2695";0;"Vox";"2017-09";135,5
"2696";0;"Vox";"2017-09";135,5
"2697";0;"Vox";"2017-09";135,5
"2698";0;"Vox";"2017-09";135,5
"2699";0;"Vox";"2017-09";135,5
"2700";0;"Vox";"2017-09";135,5
"2701";0;"Vox";"2017-09";135,5
"2702";0;"Vox";"2017-09";135,5
"2703";0;"Vox";"2017-09";135,5
"2704";0;"Vox";"2017-09";135,5
"2705";0;"Vox";"2017-09";135,5
"2706";0;"Vox";"2017-09";135,5
"2707";0;"Vox";"2017-09";135,5
"2708";0;"Vox";"2017-09";135,5
"2709";0;"Vox";"2017-09";135,5
"2710";0;"Vox";"2017-09";135,5
"2711";0;"Vox";"2017-09";135,5
"2712";0;"Vox";"2017-09";135,5
"2713";0;"Vox";"2017-09";135,5
"2714";0;"Vox";"2017-09";135,5
"2715";0;"Vox";"2017-09";135,5
"2716";0;"Vox";"2017-09";135,5
"2717";0;"Vox";"2017-09";135,5
"2718";0;"Vox";"2017-09";135,5
"2719";0;"Vox";"2017-09";135,5
"2720";0;"Vox";"2017-10";140
"2721";0;"Vox";"2017-10";140
"2722";0;"Vox";"2017-10";140
"2723";0;"Vox";"2017-10";140
"2724";0;"Vox";"2017-10";140
"2725";0;"Vox";"2017-10";140
"2726";0;"Vox";"2017-10";140
"2727";0;"Vox";"2017-10";140
"2728";0;"Vox";"2017-10";140
"2729";0;"Vox";"2017-10";140
"2730";0;"Vox";"2017-10";140
"2731";0;"Vox";"2017-10";140
"2732";0;"Vox";"2017-10";140
"2733";0;"Vox";"2017-10";140
"2734";0;"Vox";"2017-10";140
"2735";0;"Vox";"2017-10";140
"2736";0;"Vox";"2017-10";140
"2737";0;"Vox";"2017-10";140
"2738";0;"Vox";"2017-10";140
"2739";0;"Vox";"2017-10";140
"2740";0;"Vox";"2017-10";140
"2741";0;"Vox";"2017-10";140
"2742";0;"Vox";"2017-10";140
"2743";0;"Vox";"2017-10";140
"2744";0;"Vox";"2017-10";140
"2745";0;"Vox";"2017-10";140
"2746";0;"Vox";"2017-10";140
"2747";0;"Vox";"2017-10";140
"2748";0;"Vox";"2017-10";140
"2749";0;"Vox";"2017-10";140
"2750";0;"Vox";"2017-10";140
"2751";0;"Vox";"2017-11";135,5
"2752";0;"Vox";"2017-11";135,5
"2753";0;"Vox";"2017-11";135,5
"2754";0;"Vox";"2017-11";135,5
"2755";0;"Vox";"2017-11";135,5
"2756";0;"Vox";"2017-11";135,5
"2757";0;"Vox";"2017-11";135,5
"2758";0;"Vox";"2017-11";135,5
"2759";0;"Vox";"2017-11";135,5
"2760";0;"Vox";"2017-11";135,5
"2761";0;"Vox";"2017-11";135,5
"2762";0;"Vox";"2017-11";135,5
"2763";0;"Vox";"2017-11";135,5
"2764";0;"Vox";"2017-11";135,5
"2765";0;"Vox";"2017-11";135,5
"2766";0;"Vox";"2017-11";135,5
"2767";0;"Vox";"2017-11";135,5
"2768";0;"Vox";"2017-11";135,5
"2769";0;"Vox";"2017-11";135,5
"2770";0;"Vox";"2017-11";135,5
"2771";0;"Vox";"2017-11";135,5
"2772";0;"Vox";"2017-11";135,5
"2773";0;"Vox";"2017-11";135,5
"2774";0;"Vox";"2017-11";135,5
"2775";0;"Vox";"2017-11";135,5
"2776";0;"Vox";"2017-11";135,5
"2777";0;"Vox";"2017-11";135,5
"2778";0;"Vox";"2017-11";135,5
"2779";0;"Vox";"2017-11";135,5
"2780";0;"Vox";"2017-11";135,5
"2781";0;"Vox";"2017-12";140
"2782";0;"Vox";"2017-12";140
"2783";0;"Vox";"2017-12";140
"2784";0;"Vox";"2017-12";140
"2785";0;"Vox";"2017-12";140
"2786";0;"Vox";"2017-12";140
"2787";0;"Vox";"2017-12";140
"2788";0;"Vox";"2017-12";140
"2789";0;"Vox";"2017-12";140
"2790";0;"Vox";"2017-12";140
"2791";0;"Vox";"2017-12";140
"2792";0;"Vox";"2017-12";140
"2793";0;"Vox";"2017-12";140
"2794";0;"Vox";"2017-12";140
"2795";0;"Vox";"2017-12";140
"2796";0;"Vox";"2017-12";140
"2797";0;"Vox";"2017-12";140
"2798";0;"Vox";"2017-12";140
"2799";0;"Vox";"2017-12";140
"2800";0;"Vox";"2017-12";140
"2801";0;"Vox";"2017-12";140
"2802";0;"Vox";"2017-12";140
"2803";0;"Vox";"2017-12";140
"2804";0;"Vox";"2017-12";140
"2805";0;"Vox";"2017-12";140
"2806";0;"Vox";"2017-12";140
"2807";0;"Vox";"2017-12";140
"2808";0;"Vox";"2017-12";140
"2809";0;"Vox";"2017-12";140
"2810";0;"Vox";"2017-12";140
"2811";0;"Vox";"2017-12";140
"2812";0;"Vox";"2018-01";140
"2813";0;"Vox";"2018-01";140
"2814";0;"Vox";"2018-01";140
"2815";0;"Vox";"2018-01";140
"2816";0;"Vox";"2018-01";140
